species,Experiment ID,Library ID,Anatomical entity ID,Anatomical entity name,Stage ID,Stage name,Sex,Strain,Platform ID,Library type,Library orientation,TPM expression threshold,FPKM expression threshold,Read count,Mapped read count,Min. read length,Max. read length,All genes percent present,Protein coding genes percent present,Intergenic regions percent present,Run IDs,Data source,Data source URL,Bgee normalized data URL,Raw file URL
Homo_sapiens,GSE64283,SRX815518,UBERON:0002048,lung,HsapDv:0000056,19th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,0.281027,0.473081,25790266,19227340,0,0,38.06,73.58,3.67,SRR1721306,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815518,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815518
Homo_sapiens,GSE64283,SRX815510,UBERON:0002113,kidney,HsapDv:0000046,9th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,1.856394,1.738999,26058290,11694179,0,0,35.85,64.23,3.21,SRR1721298,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815510,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815510
Homo_sapiens,GSE64283,SRX815511,UBERON:0002113,kidney,HsapDv:0000052,15th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,0.675373,0.83412,39414378,22405666,0,0,38.88,69.73,3.49,SRR1721299,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815511,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815511
Homo_sapiens,GSE64283,SRX815512,UBERON:0002113,kidney,HsapDv:0000056,19th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,0.211339,0.441102,15929331,10297549,0,0,37.1,71.86,3.59,SRR1721300,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815512,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815512
Homo_sapiens,GSE64283,SRX815491,UBERON:0018303,adrenal tissue,HsapDv:0000046,9th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,0.842645,0.90583,21193674,12304392,0,0,35.76,66.18,3.31,SRR1721279,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815491,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815491
Homo_sapiens,GSE64283,SRX815492,UBERON:0018303,adrenal tissue,HsapDv:0000052,15th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,0.35956,0.485579,32994326,22178159,0,0,37.83,69.16,3.46,SRR1721280,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815492,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815492
Homo_sapiens,GSE64283,SRX815493,UBERON:0018303,adrenal tissue,HsapDv:0000054,17th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,0.47937,0.571676,29614280,20112562,0,0,38.01,70.26,3.51,SRR1721281,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815493,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815493
Homo_sapiens,GSE64283,SRX815494,UBERON:0018303,adrenal tissue,HsapDv:0000056,19th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,0.256837,0.373228,28094825,21153109,0,0,35.99,68.49,3.42,SRR1721282,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815494,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815494
Homo_sapiens,GSE64283,SRX815495,UBERON:0018303,adrenal tissue,HsapDv:0000056,19th week post-fertilization human stage (human),NA,NA,Illumina HiSeq 2000,paired,NA,0.266762,0.390609,28135924,21265552,0,0,37.66,71.27,3.57,SRR1721283,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX815495,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE64283.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX815495
Homo_sapiens,GSE58608,SRX610324,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.137553,0.133338,14977661,13567238,0,0,32.11,68.89,3.44,SRR1424731,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610324,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610324
Homo_sapiens,GSE58608,SRX610325,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.124956,0.128738,15946166,14150097,0,0,31.26,68.46,3.42,SRR1424732,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610325,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610325
Homo_sapiens,GSE58608,SRX610330,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.144021,0.134877,17728891,16214821,0,0,32.58,69.71,3.48,SRR1424737,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610330,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610330
Homo_sapiens,GSE58608,SRX610331,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.143921,0.137408,14174465,12618417,0,0,32.71,70.55,3.52,SRR1424738,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610331,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610331
Homo_sapiens,GSE58608,SRX610332,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.087007,0.086063,26183362,24275754,0,0,33.6,71.82,3.59,SRR1424739,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610332,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610332
Homo_sapiens,GSE58608,SRX610333,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.130051,0.127232,16978025,14847660,0,0,32.71,70.91,3.54,SRR1424740,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610333,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610333
Homo_sapiens,GSE58608,SRX610334,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.116657,0.114185,14288905,12956007,0,0,32.34,69.88,3.5,SRR1424741,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610334,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610334
Homo_sapiens,GSE58608,SRX610335,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.113092,0.108664,21365647,19387134,0,0,32.56,69.71,3.46,SRR1424742,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610335,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610335
Homo_sapiens,GSE58608,SRX610338,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.107716,0.114464,18265631,14654205,0,0,32.15,69.23,3.46,SRR1424745,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610338,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610338
Homo_sapiens,GSE58608,SRX610339,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.115141,0.117522,14209298,12738471,0,0,32.35,69.77,3.49,SRR1424746,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610339,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610339
Homo_sapiens,GSE58608,SRX610346,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.124466,0.127504,31172495,28801301,0,0,31.97,68.62,3.42,SRR1424754,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610346,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610346
Homo_sapiens,GSE58608,SRX610347,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.108077,0.111062,15925895,14200492,0,0,31.17,68.6,3.43,SRR1424755|SRR1424756,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610347,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610347
Homo_sapiens,GSE58608,SRX610326,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.16835,0.141411,25239719,23192812,0,0,33.36,70.98,3.55,SRR1424733,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610326,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610326
Homo_sapiens,GSE58608,SRX610327,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.094569,0.092012,19063730,17260504,0,0,32.85,70.84,3.55,SRR1424734,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610327,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610327
Homo_sapiens,GSE58608,SRX610328,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.170591,0.150615,29965487,27504966,0,0,32.81,69.52,3.48,SRR1424735,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610328,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610328
Homo_sapiens,GSE58608,SRX610329,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.114919,0.112693,19014378,17327872,0,0,32.46,69.11,3.46,SRR1424736,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610329,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610329
Homo_sapiens,GSE58608,SRX610336,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.121436,0.114136,15581740,13874607,0,0,32,69.62,3.47,SRR1424743,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610336,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610336
Homo_sapiens,GSE58608,SRX610337,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.097643,0.093281,19736984,17967324,0,0,32.18,69.39,3.47,SRR1424744,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610337,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610337
Homo_sapiens,GSE58608,SRX610340,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.139178,0.138559,14368385,12642863,0,0,32.57,69.98,3.5,SRR1424747,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610340,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610340
Homo_sapiens,GSE58608,SRX610341,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.093182,0.094018,16328447,14801586,0,0,32.83,70.81,3.53,SRR1424748,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610341,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610341
Homo_sapiens,GSE58608,SRX610342,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.173281,0.149467,22347688,20453592,0,0,32.73,70.18,3.51,SRR1424749,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610342,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610342
Homo_sapiens,GSE58608,SRX610343,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.063395,0.070186,19998058,18152992,0,0,32.88,71.94,3.6,SRR1424750,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610343,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610343
Homo_sapiens,GSE58608,SRX610344,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.520084,0.518064,41450856,23595037,0,0,24.61,60.1,3,SRR1424751|SRR1424752,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610344,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610344
Homo_sapiens,GSE58608,SRX610345,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.157261,0.137815,26903341,24317633,0,0,32.17,68.82,3.43,SRR1424753,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX610345,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58608.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX610345
Homo_sapiens,GSE58387,SRX589527,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.170779,0.147583,12601197,11135823,0,0,31.35,69.93,3.5,SRR1377157|SRR1377158|SRR1377159|SRR1377160,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589527,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589527
Homo_sapiens,GSE58387,SRX589528,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.182469,0.150562,16650492,14924503,0,0,31.32,69.29,3.46,SRR1377161|SRR1377162|SRR1377163|SRR1377164,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589528,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589528
Homo_sapiens,GSE58387,SRX589529,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.146154,0.124321,21991651,19906605,0,0,32.23,70.19,3.51,SRR1377165|SRR1377166|SRR1377167|SRR1377168,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589529,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589529
Homo_sapiens,GSE58387,SRX589530,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.151971,0.128001,14172635,12713646,0,0,30.73,69.3,3.45,SRR1377169|SRR1377170|SRR1377171|SRR1377172,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589530,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589530
Homo_sapiens,GSE58387,SRX589531,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.120274,0.107844,13846218,12322178,0,0,29.99,68.74,3.44,SRR1377173|SRR1377174|SRR1377175|SRR1377176,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589531,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589531
Homo_sapiens,GSE58387,SRX589532,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.121188,0.109164,25804009,22841954,0,0,31.24,69.23,3.46,SRR1377177|SRR1377178|SRR1377179|SRR1377180,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589532,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589532
Homo_sapiens,GSE58387,SRX589533,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.139976,0.119931,12171348,10740038,0,0,30.16,68.95,3.45,SRR1377181|SRR1377182|SRR1377183|SRR1377184,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589533,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589533
Homo_sapiens,GSE58387,SRX589534,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.132465,0.113777,16768641,15000196,0,0,31,69.57,3.48,SRR1377185|SRR1377186|SRR1377187|SRR1377188,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589534,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589534
Homo_sapiens,GSE58387,SRX589543,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.125082,0.109952,22264273,20289165,0,0,32.21,70.38,3.52,SRR1377213|SRR1377214|SRR1377215,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589543,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589543
Homo_sapiens,GSE58387,SRX589544,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.142347,0.126038,22482699,20539088,0,0,32.15,69.88,3.5,SRR1377216|SRR1377217|SRR1377218,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589544,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589544
Homo_sapiens,GSE58387,SRX589545,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.130414,0.114145,17738273,16119151,0,0,31.72,69.86,3.49,SRR1377219|SRR1377220|SRR1377221,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589545,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589545
Homo_sapiens,GSE58387,SRX589546,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),female,NA,Illumina HiSeq 2000,paired,NA,0.088287,0.080663,12497468,11501873,0,0,29.84,69.43,3.47,SRR1377222|SRR1377223|SRR1377224,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589546,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589546
Homo_sapiens,GSE58387,SRX589524,UBERON:0001383,muscle of leg,HsapDv:0000088,human early adulthood stage (human),male,NA,Illumina HiSeq 2000,paired,NA,0.170897,0.142359,15143107,13491028,0,0,30.8,69.02,3.44,SRR1377145|SRR1377146|SRR1377147|SRR1377148,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX589524,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE58387.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX589524
