event_id	gene	s_exonID	type	paths	alt_paths	tr_path	tr_alt_path	E_path_species	E_alt_path_species	path_species	alt_path_species	path_values	alt_path_values	Ec_path	Ec_alt_path	Rc_path	Rc_alt_path	diff_path	diff_alt_path
25	DNM1	11_0	E	18_0,11_0,17_0	18_0,11_1,11_2,17_0	ENSBTAT00000068013,ENSBTAT00000084232,ENSMMUT00000019262,ENSMMUT00000019264,ENSMMUT00000046862,ENSMMUT00000074030,ENSMMUT00000076244,ENSMUST00000091089,ENSMUST00000113352,ENSSSCT00000006203,ENSSSCT00000049434,ENST00000341179,ENST00000372923	ENSBTAT00000032743,ENSBTAT00000073787,ENSMMUT00000062330,ENSMUST00000078352,ENSRNOT00000047921,ENSRNOT00000064039,ENSSSCT00000027918,ENST00000393594/ENST00000475805,ENST00000486160	bos_taurus,homo_sapiens,mus_musculus,sus_scrofa	bos_taurus,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,homo_sapiens,mus_musculus,sus_scrofa	bos_taurus,homo_sapiens,sus_scrofa	[1.545113985044452e-05, 0.0002583372869840786, 5.514523984976288e-05, 9.458730969560978e-05]	[3.972356847117337e-05, 9.668441497588047e-05, 0.00016088789922620247]	4	5	4	3	0	-2
25	DNM1	11_1	E	18_0,11_1,11_2,17_0	18_0,11_0,17_0	ENSBTAT00000032743,ENSBTAT00000073787,ENSMMUT00000062330,ENSMUST00000078352,ENSRNOT00000047921,ENSRNOT00000064039,ENSSSCT00000027918,ENST00000393594/ENST00000475805,ENST00000486160	ENSBTAT00000068013,ENSBTAT00000084232,ENSMMUT00000019262,ENSMMUT00000019264,ENSMMUT00000046862,ENSMMUT00000074030,ENSMMUT00000076244,ENSMUST00000091089,ENSMUST00000113352,ENSSSCT00000006203,ENSSSCT00000049434,ENST00000341179,ENST00000372923	bos_taurus,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,homo_sapiens,mus_musculus,sus_scrofa	bos_taurus,homo_sapiens,sus_scrofa	bos_taurus,homo_sapiens,mus_musculus,sus_scrofa	[3.972356847117337e-05, 9.668441497588047e-05, 0.00016088789922620247]	[1.545113985044452e-05, 0.0002583372869840786, 5.514523984976288e-05, 9.458730969560978e-05]	5	4	3	4	-2	0
26	DNM1	7_2	I	22_0,7_2,14_0	22_0,14_0	ENSBTAT00000032743,ENSBTAT00000068013,ENSBTAT00000073787,ENSMMUT00000067339,ENSMUST00000078352,ENSMUST00000113352,ENSRNOT00000047921,ENSRNOT00000064039,ENST00000341179,ENST00000372923,ENST00000393594/ENST00000475805,ENST00000486160	ENSBTAT00000084232,ENSMMUT00000019262,ENSMMUT00000019264,ENSMMUT00000046862,ENSMMUT00000062330,ENSMMUT00000074030,ENSMMUT00000076244,ENSMUST00000091089,ENSSSCT00000006203,ENSSSCT00000027918,ENSSSCT00000049434	bos_taurus,homo_sapiens,mus_musculus,rattus_norvegicus	bos_taurus,mus_musculus,sus_scrofa	bos_taurus,homo_sapiens,mus_musculus,rattus_norvegicus	bos_taurus,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	[0.0003562210381650292, 0.0011723562517337806, 0.00022980752696248095, 0.00039544973214668104]	[4.3840101348671395e-07, 1.1284650750073645e-05, 4.062516242753606e-05, 3.3693713922166404e-06, 1.0170493058029376e-05]	4	3	4	5	0	2
27	DNM1	15_1	I	13_0,15_1,6_0	13_0,6_0	ENSBTAT00000032743,ENSBTAT00000068013,ENSBTAT00000073787,ENSMMUT00000019264,ENSMMUT00000067339,ENSMUST00000078352,ENSMUST00000091089,ENSMUST00000113352,ENSRNOT00000047921,ENSRNOT00000064039,ENST00000341179,ENST00000372923,ENST00000393594/ENST00000475805,ENST00000486160	ENSSSCT00000006203,ENSSSCT00000027918	bos_taurus,homo_sapiens,mus_musculus,rattus_norvegicus	sus_scrofa	bos_taurus,homo_sapiens,mus_musculus,rattus_norvegicus	bos_taurus,homo_sapiens,macaca_mulatta,sus_scrofa	[0.0003731160976100737, 0.0011719599100871638, 0.00020213372790094239, 0.00041376915304991587]	[1.3137474702571267e-07, 7.718434129529794e-07, 0, 6.608954204548388e-07]	4	1	4	4	0	3
28	DNM2	11_1	E	21_0,11_1,11_2,18_0	21_0,11_3,11_4,18_0	ENSBTAT00000036123,ENSBTAT00000068572,ENSBTAT00000072449,ENSBTAT00000086349,ENSGGOT00000016901,ENSGGOT00000053713,ENSGGOT00000054155,ENSGGOT00000064389,ENSMMUT00000020581,ENSMMUT00000038756,ENSMODT00000007667,ENSMUST00000091087,ENSMUST00000165766,ENSOANT00000021097,ENSRNOT00000010947,ENSRNOT00000065028,ENSRNOT00000066007,ENSSSCT00000042928,ENSSSCT00000060743,ENSSSCT00000063719,ENST00000355667,ENST00000359692,ENST00000585892,ENSXETT00000020631	ENSGGOT00000006001,ENSGGOT00000028262,ENSMMUT00000038755,ENSMUST00000072362,ENSMUST00000173397,ENSSSCT00000014885,ENSSSCT00000039073,ENST00000408974	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	gorilla_gorilla,homo_sapiens,mus_musculus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	gorilla_gorilla,homo_sapiens,mus_musculus,sus_scrofa	[0.00012616485379228384, 1.4125378062965578e-05, 0.00011530583843789223, 0.0002400566216848833, 8.924287265823435e-06, 0.00027820349174823955]	[1.9406638007455474e-05, 0.00016656972030888923, 2.6564941743401176e-05, 0.00024948918328920747]	9	4	6	4	-3	0
28	DNM2	11_3	E	21_0,11_3,11_4,18_0	21_0,11_1,11_2,18_0	ENSGGOT00000006001,ENSGGOT00000028262,ENSMMUT00000038755,ENSMUST00000072362,ENSMUST00000173397,ENSSSCT00000014885,ENSSSCT00000039073,ENST00000408974	ENSBTAT00000036123,ENSBTAT00000068572,ENSBTAT00000072449,ENSBTAT00000086349,ENSGGOT00000016901,ENSGGOT00000053713,ENSGGOT00000054155,ENSGGOT00000064389,ENSMMUT00000020581,ENSMMUT00000038756,ENSMODT00000007667,ENSMUST00000091087,ENSMUST00000165766,ENSOANT00000021097,ENSRNOT00000010947,ENSRNOT00000065028,ENSRNOT00000066007,ENSSSCT00000042928,ENSSSCT00000060743,ENSSSCT00000063719,ENST00000355667,ENST00000359692,ENST00000585892,ENSXETT00000020631	gorilla_gorilla,homo_sapiens,mus_musculus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	gorilla_gorilla,homo_sapiens,mus_musculus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	[1.9406638007455474e-05, 0.00016656972030888923, 2.6564941743401176e-05, 0.00024948918328920747]	[0.00012616485379228384, 1.4125378062965578e-05, 0.00011530583843789223, 0.0002400566216848833, 8.924287265823435e-06, 0.00027820349174823955]	4	9	4	6	0	-3
29	DNM2	1_0	I	22_0,1_0,12_1	22_0,12_1	ENSBTAT00000086349,ENSGGOT00000028262,ENSGGOT00000053713,ENSMMUT00000020581,ENSMUST00000072362,ENSMUST00000165766,ENSMUST00000173397,ENSRNOT00000010947,ENSRNOT00000065028,ENSRNOT00000066007,ENSSSCT00000014885,ENSSSCT00000047677,ENST00000355667,ENST00000585892	ENSBTAT00000036123,ENSBTAT00000072449,ENSGGOT00000006001,ENSGGOT00000016901,ENSGGOT00000064389,ENSMMUT00000020580,ENSMMUT00000038755,ENSMUST00000091087,ENSSSCT00000039073,ENSSSCT00000042928,ENSSSCT00000060743,ENSSSCT00000063719,ENST00000359692,ENST00000408974,ENSXETT00000020631	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,macaca_mulatta,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	[0.0001389452084835359, 1.4598067352327003e-05, 6.962572429300667e-05, 0.0003159785472081594, 3.8611435179455195e-05, 0.00020224471380114772]	[0, 5.8207779350408204e-05, 0.000372285632025134, 9.204485866954373e-06, 2.4608508613646966e-05, 3.0004044633453752e-05, 0.0001160743461758087, 1.6410872487338704e-05, 0.0003483854827650941]	6	6	6	9	0	3
30	DNM3	20_1	I	24_0,20_1,14_0	24_0,14_0	ENSBTAT00000017776,ENSBTAT00000076444,ENSBTAT00000077041,ENSBTAT00000077619,ENSBTAT00000079699,ENSGGOT00000008734,ENSMMUT00000010159,ENSMODT00000004978,ENSOANT00000001414,ENSRNOT00000067653,ENSSSCT00000063563	ENSBTAT00000085915,ENSBTAT00000087330,ENSGGOT00000052961,ENSGGOT00000066471,ENSMMUT00000010160,ENSMMUT00000044612,ENSMUST00000070330,ENSRNOT00000075938,ENSSSCT00000051797,ENSSSCT00000054411,ENST00000367731,ENST00000367733,ENST00000520906,ENST00000627582	bos_taurus,gorilla_gorilla,monodelphis_domestica,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,monodelphis_domestica,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	[1.2482007260344222e-06, 3.2277291694453766e-06, 2.55391211320749e-06, 1.0242292194853343e-06, 4.224355379839596e-06, 5.872847806715287e-07]	[4.862219576499444e-06, 2.1405826413441185e-05, 3.489765748231888e-06, 9.987748329572772e-06, 2.0205568665022712e-05, 5.193075156240014e-05, 1.3692740317480772e-05, 4.4958206838454105e-05]	6	6	6	8	0	2
31	DNM3	8_1	I	9_0,8_1,6_0	9_0,6_0	ENSGGOT00000066471,ENSMMUT00000010159,ENSMMUT00000010160,ENSMODT00000004978,ENST00000627582	ENSBTAT00000017776,ENSBTAT00000076444,ENSBTAT00000077041,ENSBTAT00000077619,ENSBTAT00000079699,ENSBTAT00000085915,ENSBTAT00000087330,ENSGGOT00000008734,ENSMUST00000070330,ENSMUST00000159763,ENSMUST00000160665,ENSOANT00000001414,ENSRNOT00000067653,ENSRNOT00000075938,ENSSSCT00000051797,ENSSSCT00000054411,ENSSSCT00000063563,ENST00000367731	gorilla_gorilla,homo_sapiens,monodelphis_domestica	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	gorilla_gorilla,homo_sapiens	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	[5.384138246876454e-06, 4.057871165078154e-05]	[1.6727688793238736e-06, 8.527223882175279e-06, 5.378534994270833e-06, 1.9261563270006733e-06, 2.308603339479045e-05, 2.404518776522045e-05, 1.5113089482509794e-06, 3.5843480649846376e-05]	3	7	2	8	-1	1
32	FYN	4_2	E	6_0,4_2,3_0	6_0,4_0,4_1,3_0	ENSGGOT00000058303,ENSMUST00000063091/ENSMUST00000126486/ENSMUST00000135242/ENSMUST00000146287,ENSRNOT00000076859,ENSSSCT00000004886,ENST00000538466,ENSXETT00000046165	ENSBTAT00000015730,ENSGGOT00000008104/ENSGGOT00000056056,ENSMMUT00000039959,ENSMODT00000022711,ENSMUST00000099967,ENSOANT00000019265,ENSRNOT00000000733,ENSSSCT00000004884/ENSSSCT00000004885/ENSSSCT00000034071,ENST00000354650	gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	mus_musculus,rattus_norvegicus	bos_taurus,mus_musculus,rattus_norvegicus	[2.311364197824888e-05, 9.371566156505889e-05]	[4.7499344500743945e-05, 0.0001375319030053733, 5.161298894513776e-05]	6	8	2	3	-4	-5
32	FYN	4_0	E	6_0,4_0,4_1,3_0	6_0,4_2,3_0	ENSBTAT00000015730,ENSGGOT00000008104/ENSGGOT00000056056,ENSMMUT00000039959,ENSMODT00000022711,ENSMUST00000099967,ENSOANT00000019265,ENSRNOT00000000733,ENSSSCT00000004884/ENSSSCT00000004885/ENSSSCT00000034071,ENST00000354650	ENSGGOT00000058303,ENSMUST00000063091/ENSMUST00000126486/ENSMUST00000135242/ENSMUST00000146287,ENSRNOT00000076859,ENSSSCT00000004886,ENST00000538466,ENSXETT00000046165	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	bos_taurus,mus_musculus,rattus_norvegicus	mus_musculus,rattus_norvegicus	[4.7499344500743945e-05, 0.0001375319030053733, 5.161298894513776e-05]	[2.311364197824888e-05, 9.371566156505889e-05]	8	6	3	2	-5	-4
33	SRC	10_0	I	12_0,10_0,13_0	12_0,13_0	ENSDART00000190985,ENSGGOT00000026168,ENSMMUT00000028324,ENSMUST00000109529,ENSRNOT00000080516,ENSSSCT00000008025	ENSBTAT00000011767,ENSDART00000102843/ENSDART00000184254,ENSGGOT00000007475,ENSMUST00000109533,ENSRNOT00000012739,ENSSSCT00000033397,ENST00000358208/ENST00000373567,ENSXETT00000037721	gorilla_gorilla,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	gorilla_gorilla,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	[8.328952029766801e-06, 1.5696157332418304e-06, 1.6293147282833304e-05, 5.278466485710431e-05, 2.972898483821604e-06]	[7.454822132772888e-06, 9.03878345501701e-06, 3.720017795625905e-05, 8.571832848167447e-05, 2.9998115239327063e-05, 4.6393518353226085e-06, 5.491981696371936e-05]	4	7	5	7	1	0
33	SRC	10_0	I	12_0,10_0,5_0,13_0	12_0,13_0	ENSMMUT00000028323,ENSMODT00000000304,ENSSSCT00000033033	ENSBTAT00000011767,ENSDART00000102843/ENSDART00000184254,ENSGGOT00000007475,ENSMUST00000109533,ENSRNOT00000012739,ENSSSCT00000033397,ENST00000358208/ENST00000373567,ENSXETT00000037721	monodelphis_domestica,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	monodelphis_domestica,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	[3.7649318164623114e-06, 1.4779320424678824e-06]	[7.454822132772888e-06, 9.03878345501701e-06, 3.720017795625905e-05, 8.571832848167447e-05, 2.9998115239327063e-05, 4.6393518353226085e-06, 5.491981696371936e-05]	2	7	2	7	0	0
33	SRC	10_0	I	12_0,10_0,13_0	12_0,13_0	ENSDART00000190985,ENSGGOT00000026168,ENSMMUT00000028324,ENSMUST00000109529,ENSRNOT00000080516,ENSSSCT00000008025	ENSBTAT00000011767,ENSDART00000102843/ENSDART00000184254,ENSGGOT00000007475,ENSMUST00000109533,ENSRNOT00000012739,ENSSSCT00000033397,ENST00000358208/ENST00000373567,ENSXETT00000037721	gorilla_gorilla,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	gorilla_gorilla,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	[8.328952029766801e-06, 1.5696157332418304e-06, 1.6293147282833304e-05, 5.278466485710431e-05, 2.972898483821604e-06]	[7.454822132772888e-06, 9.03878345501701e-06, 3.720017795625905e-05, 8.571832848167447e-05, 2.9998115239327063e-05, 4.6393518353226085e-06, 5.491981696371936e-05]	4	7	5	7	1	0
33	SRC	10_0	I	12_0,10_0,5_0,13_0	12_0,13_0	ENSMMUT00000028323,ENSMODT00000000304,ENSSSCT00000033033	ENSBTAT00000011767,ENSDART00000102843/ENSDART00000184254,ENSGGOT00000007475,ENSMUST00000109533,ENSRNOT00000012739,ENSSSCT00000033397,ENST00000358208/ENST00000373567,ENSXETT00000037721	monodelphis_domestica,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	monodelphis_domestica,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	[3.7649318164623114e-06, 1.4779320424678824e-06]	[7.454822132772888e-06, 9.03878345501701e-06, 3.720017795625905e-05, 8.571832848167447e-05, 2.9998115239327063e-05, 4.6393518353226085e-06, 5.491981696371936e-05]	2	7	2	7	0	0
34	SNAP-25	3_1	E	6_0,3_1,3_2,3_3,3_5,3_6,2_0	6_0,3_0,2_0	ENSBTAT00000010961,ENSBTAT00000071478,ENSGGOT00000012308,ENSMMUT00000015467,ENSMMUT00000065548,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949,ENST00000254976	ENSBTAT00000068441,ENSGGOT00000046263,ENSGGOT00000056463,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSSSCT00000045585,ENST00000304886,ENSXETT00000033038	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	[0.0003787412944169209, 0.0006623490534511053, 0.00022746000184530282, 0.0028189516254914235, 0.00043023996824248197, 0.002237366292767128]	[4.73188822868876e-05, 0.0015328433773998233, 0.0008976435742356985, 1.6889636118001305e-05, 0.00019792865984174105, 2.9911219697025226e-05, 0.00023171034159370391]	6	7	6	7	0	0
34	SNAP-25	3_1	E	6_0,3_1,3_2,3_3,3_5,3_6,1_1	6_0,3_0,2_0,1_1					bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	[0.0002349681088905482, 0.0003872159406323417, 0.0017118142890274511, 0.0002245064826437697, 0.0016829531430366384]	[0.0002254044961683435, 0.0013914548066311695, 0.0008295518729729448, 8.07202589529467e-05, 0.0009771756214537698, 0.00016135130138129254, 0.0005147630304916372]	0	0	5	7	5	7
34	SNAP-25	3_1	E	3_0,3_1,3_2,3_3,3_5,3_6,1_1	3_0,2_0,1_1					bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	[6.521113214781695e-07, 1.4592537495725352e-07, 2.517992673925509e-07, 5.744127814666661e-07]	[0.0003114091569656838, 0.000827124106823063, 0.0005563789414714417, 0.00011280675543418441, 0.0005159413626880285, 0.001360772772771823, 0.0002259116345945654, 0.0005998932393469627]	0	0	4	8	4	8
34	SNAP-25	3_1	E	6_0,3_1,3_2,3_3,3_5,3_6,1_1	6_0,2_0,1_1					bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	[0.0002349681088905482, 0.0003872159406323417, 0.0017118142890274511, 0.0002245064826437697, 0.0016829531430366384]	[0.0002122450846217843, 0.000554680372894668, 0.0005407314413848771]	0	0	5	3	5	3
34	SNAP-25	3_1	E	6_0,3_1,3_2,3_3,3_5,3_6,1_1	6_0,3_0,1_1					bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus	monodelphis_domestica,mus_musculus	[0.0002349681088905482, 0.0003872159406323417, 0.0017118142890274511, 0.0002245064826437697, 0.0016829531430366384]	[0.0006880838776096236, 0.00010509003036541724]	0	0	5	2	5	2
34	SNAP-25	3_0	E	6_0,3_0,2_0	6_0,3_1,3_2,3_3,3_5,3_6,2_0	ENSBTAT00000068441,ENSGGOT00000046263,ENSGGOT00000056463,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSSSCT00000045585,ENST00000304886,ENSXETT00000033038	ENSBTAT00000010961,ENSBTAT00000071478,ENSGGOT00000012308,ENSMMUT00000015467,ENSMMUT00000065548,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949,ENST00000254976	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,sus_scrofa	[4.73188822868876e-05, 0.0015328433773998233, 0.0008976435742356985, 1.6889636118001305e-05, 0.00019792865984174105, 2.9911219697025226e-05, 0.00023171034159370391]	[0.0003787412944169209, 0.0006623490534511053, 0.00022746000184530282, 0.0028189516254914235, 0.00043023996824248197, 0.002237366292767128]	7	6	7	6	0	0
34	SNAP-25	3_0	E	7_0,3_0,3_1	7_0,6_0,3_1					bos_taurus,homo_sapiens	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,sus_scrofa	[3.860793591820023e-07, 4.5758796825475453e-07]	[0.0005593034035986492, 0.0005963705492438769, 0.00022461637346336821, 0.003214910875621239, 0.0004877038785681011, 0.0029952045400307627]	0	0	2	6	2	6
34	SNAP-25	3_0	E	7_0,3_0,2_0	7_0,6_0,3_1,3_2,3_3,3_5,3_6,2_0					bos_taurus,homo_sapiens	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,sus_scrofa	[2.0928385147543128e-05, 5.960113790407671e-05]	[0.0004688271469582886, 0.0005810470654839351, 0.0002264055784951531, 0.002881618582206162, 0.000462335675391566, 0.0023665844115168867]	0	0	2	6	2	6
34	SNAP-25	3_0	E	7_0,3_0,2_0,1_1	7_0,6_0,3_1,3_2,3_3,3_5,3_6,1_1					bos_taurus,homo_sapiens	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus	[0.0002078108314087805, 0.00040002356136521907]	[0.0003729783566073734, 0.00039762499027142607, 0.002143527024563514, 0.00032518001832575785, 0.001996975645029894]	0	0	2	5	2	5
34	SNAP-25	3_0	E	6_0,3_0,2_0,1_1	6_0,3_1,3_2,3_3,3_5,3_6,1_1					bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus	[0.0002254044961683435, 0.0013914548066311695, 0.0008295518729729448, 8.07202589529467e-05, 0.0009771756214537698, 0.00016135130138129254, 0.0005147630304916372]	[0.0002349681088905482, 0.0003872159406323417, 0.0017118142890274511, 0.0002245064826437697, 0.0016829531430366384]	0	0	7	5	7	5
34	SNAP-25	3_0	E	6_0,3_0,3_1,3_2,3_3,3_5,3_6,1_1	6_0,2_0,1_1					bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	[7.042851382020654e-05, 1.7895675107859136e-05, 1.0911411163177301e-05, 0.0001152171461146399]	[0.0002122450846217843, 0.000554680372894668, 0.0005407314413848771]	0	0	4	3	4	3
34	SNAP-25	3_0	E	7_0,3_0,3_1,3_2,3_3,3_5,3_6,2_0	7_0,6_0,2_0					bos_taurus,homo_sapiens	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	[0.0001837240855608052, 0.0003700864434752149]	[0.0002633928970917378, 0.0006177407779796494, 0.0013128075617493276]	0	0	2	3	2	3
34	SNAP-25	3_0	E	7_0,3_0,3_1,3_2,3_3,3_5,3_6,1_1	7_0,2_0,1_1					bos_taurus,homo_sapiens	homo_sapiens,ornithorhynchus_anatinus	[3.02010348296154e-07, 4.776769882217526e-07]	[0.00022444662943008834, 0.0005406346470471681]	0	0	2	2	2	2
34	SNAP-25	3_0	E	6_0,3_0,1_1	6_0,3_1,3_2,3_3,3_5,3_6,1_1					monodelphis_domestica,mus_musculus	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus	[0.0006880838776096236, 0.00010509003036541724]	[0.0002349681088905482, 0.0003872159406323417, 0.0017118142890274511, 0.0002245064826437697, 0.0016829531430366384]	0	0	2	5	2	5
35	NEBL	13_0	I	3_0,13_0,4_0,11_0	3_0,11_0	ENSBTAT00000061339,ENSBTAT00000067562,ENSBTAT00000085898,ENSGGOT00000005469,ENSMMUT00000014819,ENSMMUT00000043169,ENSMODT00000011714,ENSRNOT00000068553,ENSRNOT00000082549,ENSSSCT00000012137,ENST00000377122	ENSBTAT00000075769,ENSGGOT00000049274,ENSMMUT00000070281,ENSSSCT00000040834,ENSSSCT00000045325,ENSSSCT00000059223,ENSSSCT00000062235,ENST00000417816	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,rattus_norvegicus,sus_scrofa	[7.065984478258335e-06, 1.9946429273452802e-05, 6.017131925715175e-05, 6.2266154247633426e-06, 3.992161061378166e-06, 0.0002376033785700881]	[7.851096849021707e-06, 3.10468742995053e-05, 4.557605308550962e-05, 2.1641868328848164e-05, 1.7430833374961302e-05, 9.929391044287518e-05]	6	4	6	6	0	2
60	NEBL	13_0	I	3_0,13_0,4_0,11_0,2_0	3_0,2_0					bos_taurus,gorilla_gorilla,monodelphis_domestica,rattus_norvegicus,sus_scrofa	monodelphis_domestica,sus_scrofa	[1.5245923347449727e-05, 3.0855388707102545e-05, 7.186979707899558e-05, 1.8300360733565006e-05, 1.0293442945711901e-05]	[1.3946268884773108e-07, 3.1180941182192834e-07]	0	0	5	2	5	2
